word,count,GPE,date,article_index
London_2002-08-28_2040,1,London,2002-08-28,2040
York_2001-12-23_1608,1,York,2001-12-23,1608
New_2001-12-23_1608,1,New,2001-12-23,1608
Washington_2002-09-01_2041,1,Washington,2002-09-01,2041
Tokyo_2002-08-20_2033,1,Tokyo,2002-08-20,2033
Italy_2001-12-23_1609,1,Italy,2001-12-23,1609
fort_2002-09-11_2076,1,fort,2002-09-11,2076
Hollywood_2002-08-11_2024,1,Hollywood,2002-08-11,2024
Israel_2002-08-11_2023,1,Israel,2002-08-11,2023
Palestine_2002-08-11_2023,1,Palestine,2002-08-11,2023
America_2002-08-11_2023,1,America,2002-08-11,2023
Brussels_2001-12-23_1611,1,Brussels,2001-12-23,1611
Germany_2001-12-23_1611,1,Germany,2001-12-23,1611
Karzai_2001-12-23_1611,1,Karzai,2001-12-23,1611
Vietnam_2002-08-11_2024,1,Vietnam,2002-08-11,2024
Canterbury_2002-08-11_2024,1,Canterbury,2002-08-11,2024
Germany_2002-08-11_2024,1,Germany,2002-08-11,2024
Sweden_2002-08-11_2024,1,Sweden,2002-08-11,2024
France_2002-08-11_2024,1,France,2002-08-11,2024
Tehran_2002-08-14_2032,1,Tehran,2002-08-14,2032
Saudi_2002-08-11_2024,1,Saudi,2002-08-11,2024
Arabia_2002-08-11_2024,1,Arabia,2002-08-11,2024
Derek_2002-08-11_2024,1,Derek,2002-08-11,2024
Pentagon_2002-08-11_2024,1,Pentagon,2002-08-11,2024
City_2002-08-11_2024,1,City,2002-08-11,2024
Virginia_2002-08-11_2024,1,Virginia,2002-08-11,2024
Prague_2002-08-11_2024,1,Prague,2002-08-11,2024
Israel_2002-08-11_2024,1,Israel,2002-08-11,2024
UK_2002-08-11_2024,1,UK,2002-08-11,2024
Afghanistan_2002-08-11_2025,1,Afghanistan,2002-08-11,2025
Afghanistan_2002-08-11_2023,1,Afghanistan,2002-08-11,2023
Massachusetts_2002-08-11_2023,1,Massachusetts,2002-08-11,2023
Texas_2002-08-11_2023,1,Texas,2002-08-11,2023
Kandahar_2002-08-11_2022,1,Kandahar,2002-08-11,2022
Iran_2001-12-23_1613,1,Iran,2001-12-23,1613
Lindh_2001-12-23_1613,1,Lindh,2001-12-23,1613
Yahya_2002-08-08_2019,1,Yahya,2002-08-08,2019
United_2002-08-08_2019,1,United,2002-08-08,2019
States_2002-08-08_2019,1,States,2002-08-08,2019
Brussels_2002-08-08_2019,1,Brussels,2002-08-08,2019
Britain_2001-12-23_1612,1,Britain,2001-12-23,1612
Eritrea_2001-12-23_1612,1,Eritrea,2001-12-23,1612
Kosovo_2001-12-23_1612,1,Kosovo,2001-12-23,1612
Morocco_2002-08-11_2021,1,Morocco,2002-08-11,2021
Saudi_2002-08-11_2021,1,Saudi,2002-08-11,2021
Arabia_2002-08-11_2021,1,Arabia,2002-08-11,2021
Bosnia_2002-08-11_2021,1,Bosnia,2002-08-11,2021
observer@guardianunlimited.co.uk_2002-08-11_2021,1,observer@guardianunlimited.co.uk,2002-08-11,2021
West_2001-12-23_1612,1,West,2001-12-23,1612
Guerrillas_2002-08-11_2022,1,Guerrillas,2002-08-11,2022
Zealand_2001-12-23_1612,1,Zealand,2001-12-23,1612
New_2001-12-23_1612,1,New,2001-12-23,1612
Halabja_2002-08-11_2022,1,Halabja,2002-08-11,2022
Tehran_2002-08-11_2022,1,Tehran,2002-08-11,2022
Baghdad_2002-08-11_2022,1,Baghdad,2002-08-11,2022
Home_2001-12-23_1610,1,Home,2001-12-23,1610
Japan_2002-08-11_2025,1,Japan,2002-08-11,2025
Baghdad_2002-08-11_2025,1,Baghdad,2002-08-11,2025
Beverly_2001-12-23_1609,1,Beverly,2001-12-23,1609
United_2002-08-12_2029,1,United,2002-08-12,2029
States_2002-08-12_2029,1,States,2002-08-12,2029
Camden_2001-12-23_1609,1,Camden,2001-12-23,1609
Nineties_2001-12-23_1609,1,Nineties,2001-12-23,1609
Tokyo_2002-08-14_2030,1,Tokyo,2002-08-14,2030
Japan_2002-08-14_2030,1,Japan,2002-08-14,2030
Aschiana_2002-08-14_2030,1,Aschiana,2002-08-14,2030
Sheffield_2001-12-23_1609,1,Sheffield,2001-12-23,1609
West_2002-08-14_2031,1,West,2002-08-14,2031
Midlands_2002-08-14_2031,1,Midlands,2002-08-14,2031
Elane_2002-08-14_2031,1,Elane,2002-08-14,2031
Heffernan_2002-08-14_2031,1,Heffernan,2002-08-14,2031
Britain_2002-08-14_2031,1,Britain,2002-08-14,2031
Afghanistan_2002-08-14_2031,1,Afghanistan,2002-08-14,2031
UK_2002-08-14_2031,1,UK,2002-08-14,2031
Magnolia_2001-12-23_1609,1,Magnolia,2001-12-23,1609
Brazil_2001-12-23_1609,1,Brazil,2001-12-23,1609
Australia_2001-12-23_1609,1,Australia,2001-12-23,1609
America_2002-08-14_2032,1,America,2002-08-14,2032
Kabul_2002-08-14_2032,1,Kabul,2002-08-14,2032
Washington_2002-08-14_2032,1,Washington,2002-08-14,2032
Tehran_2002-08-12_2029,1,Tehran,2002-08-12,2029
Hills_2001-12-23_1609,1,Hills,2001-12-23,1609
Palestine_2002-08-11_2025,1,Palestine,2002-08-11,2025
Virginia_2001-12-23_1609,1,Virginia,2001-12-23,1609
Israel_2002-08-11_2025,1,Israel,2002-08-11,2025
Kuwait_2002-08-11_2025,1,Kuwait,2002-08-11,2025
Texas_2002-08-11_2025,1,Texas,2002-08-11,2025
dustpan_2001-12-23_1610,1,dustpan,2001-12-23,1610
Kabul_2002-08-11_2026,1,Kabul,2002-08-11,2026
Pakistan_2002-08-11_2026,1,Pakistan,2002-08-11,2026
Nangarhar_2002-08-11_2026,1,Nangarhar,2002-08-11,2026
Iran_2002-08-11_2026,1,Iran,2002-08-11,2026
Turkey_2002-08-11_2026,1,Turkey,2002-08-11,2026
USA_2002-08-11_2026,1,USA,2002-08-11,2026
Ireland_2001-12-23_1610,1,Ireland,2001-12-23,1610
Northern_2001-12-23_1610,1,Northern,2001-12-23,1610
Japan_2002-08-11_2027,1,Japan,2002-08-11,2027
Labourite_2001-12-23_1610,1,Labourite,2001-12-23,1610
Washington_2002-08-11_2027,1,Washington,2002-08-11,2027
Afghanistan_2002-08-11_2027,1,Afghanistan,2002-08-11,2027
observer@guardianunlimited.co.uk_2002-08-11_2027,1,observer@guardianunlimited.co.uk,2002-08-11,2027
West_2002-08-12_2028,1,West,2002-08-12,2028
Midlands_2002-08-12_2028,1,Midlands,2002-08-12,2028
Afghanistan_2002-08-12_2028,1,Afghanistan,2002-08-12,2028
Britain_2002-08-12_2028,1,Britain,2002-08-12,2028
Michigan_2002-09-02_2045,1,Michigan,2002-09-02,2045
Baghdad_2002-09-02_2045,1,Baghdad,2002-09-02,2045
Iran_2002-09-02_2045,1,Iran,2002-09-02,2045
Islamabad_2002-09-11_2062,1,Islamabad,2002-09-11,2062
Iraq_2002-09-11_2060,1,Iraq,2002-09-11,2060
Russia_2002-09-11_2060,1,Russia,2002-09-11,2060
Somalia_2002-09-11_2061,1,Somalia,2002-09-11,2061
South_2002-09-11_2061,1,South,2002-09-11,2061
Africa_2002-09-11_2061,1,Africa,2002-09-11,2061
Afghanistan_2002-09-11_2061,1,Afghanistan,2002-09-11,2061
Kabul_2002-09-11_2062,1,Kabul,2002-09-11,2062
China_2001-12-20_1599,1,China,2001-12-20,1599
Afghanistan_2002-09-11_2062,1,Afghanistan,2002-09-11,2062
London_2002-09-11_2062,1,London,2002-09-11,2062
Pakistan_2002-09-11_2062,1,Pakistan,2002-09-11,2062
Yemen_2002-09-02_2045,1,Yemen,2002-09-02,2045
Kashgar_2002-09-11_2062,1,Kashgar,2002-09-11,2062
UK_2002-09-11_2062,1,UK,2002-09-11,2062
Beijing_2002-09-11_2062,1,Beijing,2002-09-11,2062
Belgrade_2001-12-20_1599,1,Belgrade,2001-12-20,1599
United_2002-09-11_2063,1,United,2002-09-11,2063
States_2002-09-11_2063,1,States,2002-09-11,2063
Africa_2001-12-20_1599,1,Africa,2001-12-20,1599
Tabiti_2002-09-11_2063,1,Tabiti,2002-09-11,2063
Pakistan_2002-09-11_2063,1,Pakistan,2002-09-11,2063
Saudi_2002-09-11_2063,1,Saudi,2002-09-11,2063
Afghanistan_2002-09-11_2060,1,Afghanistan,2002-09-11,2060
America_2002-09-11_2060,1,America,2002-09-11,2060
California_2002-09-10_2058,1,California,2002-09-10,2058
Hills_2002-09-10_2058,1,Hills,2002-09-10,2058
Geneva_2002-09-09_2056,1,Geneva,2002-09-09,2056
Pakistan_2001-12-21_1600,1,Pakistan,2001-12-21,1600
Kohar_2001-12-21_1600,1,Kohar,2001-12-21,1600
Islamabad_2001-12-21_1600,1,Islamabad,2001-12-21,1600
Yemen_2002-09-09_2057,1,Yemen,2002-09-09,2057
Pakistan_2002-09-09_2057,1,Pakistan,2002-09-09,2057
Egypt_2002-09-09_2057,1,Egypt,2002-09-09,2057
Turkey_2002-09-09_2057,1,Turkey,2002-09-09,2057
Chicago_2002-09-09_2057,1,Chicago,2002-09-09,2057
Detroit_2002-09-09_2057,1,Detroit,2002-09-09,2057
Denver_2002-09-09_2057,1,Denver,2002-09-09,2057
Oregon_2002-09-09_2057,1,Oregon,2002-09-09,2057
London_2002-09-09_2057,1,London,2002-09-09,2057
Cuba_2002-09-10_2058,1,Cuba,2002-09-10,2058
Germany_2002-09-10_2058,1,Germany,2002-09-10,2058
Australia_2002-09-10_2058,1,Australia,2002-09-10,2058
Los_2002-09-10_2058,1,Los,2002-09-10,2058
Angeles_2002-09-10_2058,1,Angeles,2002-09-10,2058
Afghanistan_2001-12-20_1599,1,Afghanistan,2001-12-20,1599
London_2002-09-10_2058,1,London,2002-09-10,2058
West_2002-09-10_2058,1,West,2002-09-10,2058
Arabia_2002-09-11_2063,1,Arabia,2002-09-11,2063
Rabat_2002-09-11_2063,1,Rabat,2002-09-11,2063
South_2001-12-20_1599,1,South,2001-12-20,1599
Bonn_2002-09-11_2068,1,Bonn,2002-09-11,2068
Italy_2002-09-11_2068,1,Italy,2002-09-11,2068
Luxembourg_2002-09-11_2068,1,Luxembourg,2002-09-11,2068
Iraq_2002-09-11_2068,1,Iraq,2002-09-11,2068
Stoke_2002-09-11_2069,1,Stoke,2002-09-11,2069
City_2002-09-11_2069,1,City,2002-09-11,2069
New_2002-09-11_2070,1,New,2002-09-11,2070
York_2002-09-11_2070,1,York,2002-09-11,2070
Scotland_2002-09-11_2070,1,Scotland,2002-09-11,2070
Afghanistan_2002-09-11_2070,1,Afghanistan,2002-09-11,2070
Bagram_2002-09-11_2070,1,Bagram,2002-09-11,2070
America_2002-09-11_2071,1,America,2002-09-11,2071
Afghanistan_2002-09-11_2071,1,Afghanistan,2002-09-11,2071
Iraq_2002-09-11_2071,1,Iraq,2002-09-11,2071
Russia_2002-09-11_2071,1,Russia,2002-09-11,2071
America_2001-12-20_1597,1,America,2001-12-20,1597
Pakistan_2002-09-11_2072,1,Pakistan,2002-09-11,2072
America_2002-09-11_2072,1,America,2002-09-11,2072
Kabul_2002-09-11_2073,1,Kabul,2002-09-11,2073
Afghanistan_2002-09-11_2073,1,Afghanistan,2002-09-11,2073
Kabul_2001-12-20_1597,1,Kabul,2001-12-20,1597
Atlanta_2002-09-11_2074,1,Atlanta,2002-09-11,2074
Germany_2002-09-11_2068,1,Germany,2002-09-11,2068
Islamabad_2002-09-11_2068,1,Islamabad,2002-09-11,2068
Kabul_2002-09-11_2064,1,Kabul,2002-09-11,2064
Brussels_2001-12-20_1598,1,Brussels,2001-12-20,1598
East_2002-09-11_2064,1,East,2002-09-11,2064
Timor_2002-09-11_2064,1,Timor,2002-09-11,2064
London_2002-09-11_2064,1,London,2002-09-11,2064
Seattle_2002-09-11_2064,1,Seattle,2002-09-11,2064
Pakistan_2002-09-11_2064,1,Pakistan,2002-09-11,2064
America_2002-09-11_2065,1,America,2002-09-11,2065
P5An_2001-12-20_1599,1,P5An,2001-12-20,1599
Kabul_2002-09-11_2065,1,Kabul,2002-09-11,2065
Pakistan_2002-09-11_2066,1,Pakistan,2002-09-11,2066
Islamabad_2002-09-11_2066,1,Islamabad,2002-09-11,2066
Pakistan_2002-09-11_2067,1,Pakistan,2002-09-11,2067
London_2002-09-11_2067,1,London,2002-09-11,2067
Turkey_2002-09-11_2067,1,Turkey,2002-09-11,2067
Birmingham_2002-09-11_2067,1,Birmingham,2002-09-11,2067
McCarthyism_2002-09-11_2067,1,McCarthyism,2002-09-11,2067
United_2002-09-11_2067,1,United,2002-09-11,2067
States_2002-09-11_2067,1,States,2002-09-11,2067
Lashkar_2002-09-11_2067,1,Lashkar,2002-09-11,2067
Tayyaba_2002-09-11_2067,1,Tayyaba,2002-09-11,2067
Berlin_2001-12-20_1598,1,Berlin,2001-12-20,1598
Pakistan_2002-09-11_2068,1,Pakistan,2002-09-11,2068
Cuba_2002-09-09_2056,1,Cuba,2002-09-09,2056
America_2002-09-09_2056,1,America,2002-09-09,2056
America_2002-09-07_2055,1,America,2002-09-07,2055
soviet_2001-12-21_1604,1,soviet,2001-12-21,1604
Rabat_2002-09-04_2048,1,Rabat,2002-09-04,2048
Borger_2002-09-04_2048,1,Borger,2002-09-04,2048
Jakarta_2002-09-04_2048,1,Jakarta,2002-09-04,2048
Iraq_2002-09-04_2048,1,Iraq,2002-09-04,2048
America_2002-09-04_2049,1,America,2002-09-04,2049
Mombasa_2002-09-04_2049,1,Mombasa,2002-09-04,2049
Sudan_2002-09-04_2049,1,Sudan,2002-09-04,2049
Kenya_2002-09-04_2049,1,Kenya,2002-09-04,2049
New_2002-09-04_2049,1,New,2002-09-04,2049
York_2002-09-04_2049,1,York,2002-09-04,2049
London_2002-09-04_2049,1,London,2002-09-04,2049
France_2002-09-04_2049,1,France,2002-09-04,2049
Germany_2002-09-04_2049,1,Germany,2002-09-04,2049
Singapore_2002-09-04_2049,1,Singapore,2002-09-04,2049
UK_2002-09-04_2049,1,UK,2002-09-04,2049
Borger_2002-09-04_2049,1,Borger,2002-09-04,2049
Washington_2002-09-04_2049,1,Washington,2002-09-04,2049
Jakarta_2002-09-04_2049,1,Jakarta,2002-09-04,2049
Iraq_2002-09-04_2049,1,Iraq,2002-09-04,2049
Pentagon_2002-09-04_2050,1,Pentagon,2002-09-04,2050
Shanksville_2002-09-04_2050,1,Shanksville,2002-09-04,2050
Rome_2002-09-04_2048,1,Rome,2002-09-04,2048
Tabiti_2002-09-04_2048,1,Tabiti,2002-09-04,2048
City_2002-09-04_2050,1,City,2002-09-04,2050
Casablanca_2002-09-04_2048,1,Casablanca,2002-09-04,2048
United_2002-09-02_2045,1,United,2002-09-02,2045
States_2002-09-02_2045,1,States,2002-09-02,2045
Brussels_2002-09-02_2045,1,Brussels,2002-09-02,2045
Kyoto_2002-09-02_2045,1,Kyoto,2002-09-02,2045
Sheberghan_2002-09-02_2046,1,Sheberghan,2002-09-02,2046
Kabul_2002-09-02_2046,1,Kabul,2002-09-02,2046
Abtahi_2002-09-03_2047,1,Abtahi,2002-09-03,2047
Kentucky_2002-09-03_2047,1,Kentucky,2002-09-03,2047
Beverly_2002-09-03_2047,1,Beverly,2002-09-03,2047
Hills_2002-09-03_2047,1,Hills,2002-09-03,2047
Afghanistan_2002-09-03_2047,1,Afghanistan,2002-09-03,2047
San_2002-09-03_2047,1,San,2002-09-03,2047
Francisco_2002-09-03_2047,1,Francisco,2002-09-03,2047
Beijing_2001-12-21_1604,1,Beijing,2001-12-21,1604
Britain_2002-09-04_2048,1,Britain,2002-09-04,2048
Turkmenistan_2001-12-21_1604,1,Turkmenistan,2001-12-21,1604
Zahedan_2002-09-04_2048,1,Zahedan,2002-09-04,2048
republic_2001-12-21_1604,1,republic,2001-12-21,1604
Saudi_2002-09-04_2048,1,Saudi,2002-09-04,2048
Arabia_2002-09-04_2048,1,Arabia,2002-09-04,2048
Kandahar_2002-09-04_2048,1,Kandahar,2002-09-04,2048
Pennsylvania_2002-09-04_2050,1,Pennsylvania,2002-09-04,2050
Iraq_2002-09-04_2050,1,Iraq,2002-09-04,2050
Jersey_2002-09-07_2055,1,Jersey,2002-09-07,2055
Jerusalem_2002-09-07_2054,1,Jerusalem,2002-09-07,2054
Damascus_2002-09-07_2054,1,Damascus,2002-09-07,2054
United_2002-09-07_2054,1,United,2002-09-07,2054
States_2002-09-07_2054,1,States,2002-09-07,2054
City_2002-09-07_2054,1,City,2002-09-07,2054
Falkland_2002-09-07_2054,1,Falkland,2002-09-07,2054
Islands_2002-09-07_2054,1,Islands,2002-09-07,2054
Kandahar_2002-09-07_2054,1,Kandahar,2002-09-07,2054
Barracks_2002-09-07_2054,1,Barracks,2002-09-07,2054
Soviet_2002-09-07_2054,1,Soviet,2002-09-07,2054
Union_2002-09-07_2054,1,Union,2002-09-07,2054
Bagram_2002-09-07_2054,1,Bagram,2002-09-07,2054
Pakistan_2001-12-21_1601,1,Pakistan,2001-12-21,1601
Greenwich_2002-09-07_2055,1,Greenwich,2002-09-07,2055
Village_2002-09-07_2055,1,Village,2002-09-07,2055
Manhattan_2002-09-07_2055,1,Manhattan,2002-09-07,2055
Houston_2002-09-07_2055,1,Houston,2002-09-07,2055
Afghanistan_2002-09-07_2055,1,Afghanistan,2002-09-07,2055
Kabul_2002-09-07_2055,1,Kabul,2002-09-07,2055
Virginia_2002-09-07_2055,1,Virginia,2002-09-07,2055
Jerusalem_2002-09-07_2055,1,Jerusalem,2002-09-07,2055
Gershwin_2002-09-07_2055,1,Gershwin,2002-09-07,2055
Israel_2002-09-07_2054,1,Israel,2002-09-07,2054
West_2002-09-07_2054,1,West,2002-09-07,2054
Karzai_2002-09-05_2051,1,Karzai,2002-09-05,2051
Virginia_2002-09-07_2054,1,Virginia,2002-09-07,2054
Buckinghamshire_2001-12-21_1604,1,Buckinghamshire,2001-12-21,1604
Afghanistan_2002-09-05_2051,1,Afghanistan,2002-09-05,2051
Kabul_2002-09-05_2052,1,Kabul,2002-09-05,2052
Kyrgyzstan_2002-09-05_2052,1,Kyrgyzstan,2002-09-05,2052
Turkmenistan_2002-09-05_2052,1,Turkmenistan,2002-09-05,2052
Kazakhstan_2002-09-05_2052,1,Kazakhstan,2002-09-05,2052
Soviet_2002-09-05_2052,1,Soviet,2002-09-05,2052
Union_2002-09-05_2052,1,Union,2002-09-05,2052
Britain_2001-12-21_1604,1,Britain,2001-12-21,1604
Brussels_2001-12-21_1603,1,Brussels,2001-12-21,1603
Washington_2002-09-06_2053,1,Washington,2002-09-06,2053
Iraq_2002-09-06_2053,1,Iraq,2002-09-06,2053
Sayed_2002-09-06_2053,1,Sayed,2002-09-06,2053
Kosovo_2002-09-07_2054,1,Kosovo,2002-09-07,2054
Belgrade_2002-09-07_2054,1,Belgrade,2002-09-07,2054
Albania_2002-09-07_2054,1,Albania,2002-09-07,2054
Pakistan_2002-09-07_2054,1,Pakistan,2002-09-07,2054
Kabul_2001-12-21_1603,1,Kabul,2001-12-21,1603
Baghdad_2002-09-07_2054,1,Baghdad,2002-09-07,2054
Pakistan_2001-12-21_1602,1,Pakistan,2001-12-21,1602
Springfield_2002-09-07_2054,1,Springfield,2002-09-07,2054
Pakistan_2002-08-08_2018,1,Pakistan,2002-08-08,2018
Kong_2002-08-08_2018,1,Kong,2002-08-08,2018
Hong_2002-08-08_2018,1,Hong,2002-08-08,2018
South_2001-12-23_1616,1,South,2001-12-23,1616
Iraq_2002-07-02_1979,1,Iraq,2002-07-02,1979
Iran_2002-07-02_1979,1,Iran,2002-07-02,1979
Washington_2002-07-02_1980,1,Washington,2002-07-02,1980
Korea_2001-12-23_1616,1,Korea,2001-12-23,1616
express_2002-07-02_1980,1,express,2002-07-02,1980
Kosovo_2002-07-02_1980,1,Kosovo,2002-07-02,1980
Hugh_2002-07-02_1980,1,Hugh,2002-07-02,1980
Beach_2002-07-02_1980,1,Beach,2002-07-02,1980
London_2002-07-02_1980,1,London,2002-07-02,1980
Iraq_2002-07-02_1980,1,Iraq,2002-07-02,1980
Tunisia_2002-07-03_1981,1,Tunisia,2002-07-03,1981
Yemen_2002-07-08_1990,1,Yemen,2002-07-08,1990
West_2002-07-03_1981,1,West,2002-07-03,1981
Bank_2002-07-03_1981,1,Bank,2002-07-03,1981
Sinai_2002-07-03_1981,1,Sinai,2002-07-03,1981
Czechoslovakia_2002-07-03_1981,1,Czechoslovakia,2002-07-03,1981
Berlin_2002-07-03_1981,1,Berlin,2002-07-03,1981
India_2002-07-03_1981,1,India,2002-07-03,1981
Chinara_2002-07-04_1982,1,Chinara,2002-07-04,1982
Kalashnikovs_2002-07-04_1982,1,Kalashnikovs,2002-07-04,1982
Afghanistan_2002-07-04_1983,1,Afghanistan,2002-07-04,1983
Kosovo_2001-12-23_1615,1,Kosovo,2001-12-23,1615
China_2002-07-02_1979,1,China,2002-07-02,1979
Japan_2001-12-23_1616,1,Japan,2001-12-23,1616
Texas_2002-07-02_1979,1,Texas,2002-07-02,1979
Dallas_2002-07-02_1979,1,Dallas,2002-07-02,1979
Karachi_2002-06-30_1978,1,Karachi,2002-06-30,1978
India_2002-06-30_1978,1,India,2002-06-30,1978
Jordan_2001-12-23_1616,1,Jordan,2001-12-23,1616
Israel_2002-06-30_1978,1,Israel,2002-06-30,1978
morgue_2002-06-30_1978,1,morgue,2002-06-30,1978
United_2002-06-30_1978,1,United,2002-06-30,1978
States_2002-06-30_1978,1,States,2002-06-30,1978
Egypt_2002-06-30_1978,1,Egypt,2002-06-30,1978
New_2002-06-30_1978,1,New,2002-06-30,1978
York_2002-06-30_1978,1,York,2002-06-30,1978
Syria_2002-06-30_1978,1,Syria,2002-06-30,1978
observer@guardianunlimited.co.uk_2002-06-30_1978,1,observer@guardianunlimited.co.uk,2002-06-30,1978
UK_2001-12-23_1616,1,UK,2001-12-23,1616
Afghanistan_2001-12-23_1616,1,Afghanistan,2001-12-23,1616
Brazil_2001-12-23_1616,1,Brazil,2001-12-23,1616
ITV_2001-12-23_1616,1,ITV,2001-12-23,1616
Kharj_2002-07-02_1979,1,Kharj,2002-07-02,1979
Morocco_2002-07-02_1979,1,Morocco,2002-07-02,1979
Briton_2002-07-02_1979,1,Briton,2002-07-02,1979
London_2002-07-02_1979,1,London,2002-07-02,1979
Kingdom_2002-07-02_1979,1,Kingdom,2002-07-02,1979
Kakarak_2002-07-04_1983,1,Kakarak,2002-07-04,1983
Washington_2002-07-04_1983,1,Washington,2002-07-04,1983
Kandahar_2002-07-05_1984,1,Kandahar,2002-07-05,1984
London_2002-07-07_1987,1,London,2002-07-07,1987
Airport_2001-12-23_1614,1,Airport,2001-12-23,1614
County_2001-12-23_1614,1,County,2001-12-23,1614
United_2002-07-08_1988,1,United,2002-07-08,1988
States_2002-07-08_1988,1,States,2002-07-08,1988
Beach_2001-12-23_1614,1,Beach,2001-12-23,1614
UK_2002-07-08_1989,1,UK,2002-07-08,1989
Britain_2002-07-08_1990,1,Britain,2002-07-08,1990
Palm_2001-12-23_1614,1,Palm,2001-12-23,1614
Tel_2002-07-08_1990,1,Tel,2002-07-08,1990
Aviv_2002-07-08_1990,1,Aviv,2002-07-08,1990
West_2002-07-08_1990,1,West,2002-07-08,1990
Bank_2002-07-08_1990,1,Bank,2002-07-08,1990
Gaza_2002-07-08_1990,1,Gaza,2002-07-08,1990
Strip_2002-07-08_1990,1,Strip,2002-07-08,1990
United_2002-07-08_1990,1,United,2002-07-08,1990
States_2002-07-08_1990,1,States,2002-07-08,1990
California_2002-07-08_1990,1,California,2002-07-08,1990
Paddington_2001-12-23_1614,1,Paddington,2001-12-23,1614
Colombia_2001-12-23_1614,1,Colombia,2001-12-23,1614
London_2002-07-08_1990,1,London,2002-07-08,1990
New_2002-07-08_1990,1,New,2002-07-08,1990
Lantana_2001-12-23_1614,1,Lantana,2001-12-23,1614
Pakistan_2002-07-07_1987,1,Pakistan,2002-07-07,1987
Tampa_2002-07-05_1984,1,Tampa,2002-07-05,1984
Azraq_2002-07-07_1987,1,Azraq,2002-07-07,1987
Florida_2002-07-05_1984,1,Florida,2002-07-05,1984
Washington_2002-07-05_1984,1,Washington,2002-07-05,1984
Jacana_2002-07-05_1984,1,Jacana,2002-07-05,1984
Britain_2002-07-05_1984,1,Britain,2002-07-05,1984
Britain_2001-12-23_1615,1,Britain,2001-12-23,1615
Massachusetts_2002-07-05_1985,1,Massachusetts,2002-07-05,1985
New_2002-07-05_1985,1,New,2002-07-05,1985
York_2002-07-05_1985,1,York,2002-07-05,1985
Italy_2001-12-23_1615,1,Italy,2001-12-23,1615
Maine_2002-07-07_1986,1,Maine,2002-07-07,1986
Jalalabad_2002-07-07_1986,1,Jalalabad,2002-07-07,1986
afghan_2002-07-07_1986,1,afghan,2002-07-07,1986
village_2002-07-07_1986,1,village,2002-07-07,1986
Qadir_2002-07-07_1986,1,Qadir,2002-07-07,1986
Turkey_2002-07-07_1986,1,Turkey,2002-07-07,1986
York_2001-12-23_1615,1,York,2001-12-23,1615
New_2001-12-23_1615,1,New,2001-12-23,1615
Turkey_2002-07-07_1987,1,Turkey,2002-07-07,1987
Kuwait_2002-07-07_1987,1,Kuwait,2002-07-07,1987
Qatar_2002-07-07_1987,1,Qatar,2002-07-07,1987
Britain_2002-07-07_1987,1,Britain,2002-07-07,1987
Baluchistan_2002-06-29_1977,1,Baluchistan,2002-06-29,1977
Islamabad_2002-06-29_1977,1,Islamabad,2002-06-29,1977
Kandahar_2002-06-29_1977,1,Kandahar,2002-06-29,1977
Khost_2001-12-27_1620,1,Khost,2001-12-27,1620
United_2002-06-22_1970,1,United,2002-06-22,1970
States_2002-06-22_1970,1,States,2002-06-22,1970
Afghanistan_2002-06-22_1970,1,Afghanistan,2002-06-22,1970
Cuba_2002-06-22_1970,1,Cuba,2002-06-22,1970
Jersey_2002-06-22_1970,1,Jersey,2002-06-22,1970
York_2002-06-22_1970,1,York,2002-06-22,1970
Heights_2002-06-22_1970,1,Heights,2002-06-22,1970
Chicago_2002-06-22_1970,1,Chicago,2002-06-22,1970
Russia_2002-06-22_1970,1,Russia,2002-06-22,1970
LA_2002-06-22_1970,1,LA,2002-06-22,1970
Puritan_2002-06-22_1970,1,Puritan,2002-06-22,1970
South_2002-06-22_1970,1,South,2002-06-22,1970
Africa_2002-06-22_1970,1,Africa,2002-06-22,1970
Caribbean_2002-06-22_1970,1,Caribbean,2002-06-22,1970
Europe_2002-06-22_1970,1,Europe,2002-06-22,1970
Israel_2001-12-27_1620,1,Israel,2001-12-27,1620
Pakistan_2002-06-23_1971,1,Pakistan,2002-06-23,1971
Khost_2002-06-23_1971,1,Khost,2002-06-23,1971
Vietnam_2002-06-23_1971,1,Vietnam,2002-06-23,1971
Taleban_2002-06-23_1971,1,Taleban,2002-06-23,1971
Afghanistan_2001-12-27_1619,1,Afghanistan,2001-12-27,1619
Massachusetts_2002-06-22_1970,1,Massachusetts,2002-06-22,1970
city_2002-06-22_1970,1,city,2002-06-22,1970
Bonn_2002-06-23_1972,1,Bonn,2002-06-23,1972
grip_2002-06-22_1970,1,grip,2002-06-22,1970
Palestine_2002-06-19_1966,1,Palestine,2002-06-19,1966
Belfast_2002-06-19_1966,1,Belfast,2002-06-19,1966
Kabul_2002-06-19_1966,1,Kabul,2002-06-19,1966
Britain_2002-06-19_1966,1,Britain,2002-06-19,1966
UK_2002-06-19_1966,1,UK,2002-06-19,1966
GBP1.5_2002-06-19_1966,1,GBP1.5,2002-06-19,1966
South_2002-06-19_1966,1,South,2002-06-19,1966
Seoul_2002-06-19_1966,1,Seoul,2002-06-19,1966
Busan_2002-06-19_1966,1,Busan,2002-06-19,1966
Brazil_2002-06-19_1966,1,Brazil,2002-06-19,1966
Rio_2002-06-19_1966,1,Rio,2002-06-19,1966
Copacabana_2002-06-19_1966,1,Copacabana,2002-06-19,1966
